,Cultivar,Neighborhood,Location,Blooming,Longitude,Latitude,id,Description,ForumLink,PicLink,Favorate,Start,End
1126,Kanzan,Sunset,"E 50th Ave, from Ontario to Fraser st",04/17-04/26,-123.098114,49.224689,1200,Sunset - Kanzan Cherry Trees on E 50th Avenue from Ontario Street to Fraser Street.,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=212575&postcount=37,http://farm4.static.flickr.com/3199/3109145797_ff19bf9c1c_o.jpg,1,04/17,04/26
1127,Kanzan,UBC,Chancellor Blvd near Allison,04/17-04/26,-123.246063,49.27356,1201,UBC - several blocks of trees on the boulevard,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=197078&postcount=15,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=59265&d=1241514067,0,04/17,04/26
1128,Kanzan,UBC,West Mall,04/17-04/26,-123.254631,49.263771,1202,"UBC - A row of Kanzans, on West Mall at University blvd",,,0,04/17,04/26
1129,Kanzan,Victoria-Fraserview,Argyle St from E 37th Ave to E 47th Ave.,04/17-04/26,-123.071335,49.235535,1203,Victoria-Fraserview - Kanzan Cherry Trees on Argyle Street from E 37th Ave to E 47th Ave.,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=197736&postcount=20,http://farm4.static.flickr.com/3190/3109145243_e15dfba73a_o.jpg,1,04/17,04/26
1130,Kanzan,West End / Stanley Park,"Bute, Nelson to Burnaby",04/13-04/26,-123.13266,49.282421,1204,West End / Stanley Park - many blocks of Kanzan along Bute,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=251567&postcount=164,http://www.vcbf.ca/images/stories/20100415_butecomox_kanzan_cutler_p1000675.jpg,0,04/13,04/26
1131,Kanzan,West End / Stanley Park,"Davie, Jervis to Denman",04/13-04/26,-123.137856,49.284801,1205,West End / Stanley Park -,,,0,04/13,04/26
1132,Kanzan,West End / Stanley Park,Haro Chilco to Broughton,04/13-04/26,-123.137901,49.291687,1206,"West End / Stanley Park - start and end of the run of ;Kanzan; could be better clarified - they run for several blocks, and in the mini-park on Gilford and Haro",http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=137883&postcount=50,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=39023&d=1209101792,0,04/13,04/26
1133,Kanzan,West End / Stanley Park,Pendrell at Thurlow,04/13-04/26,-123.130402,49.28117,1207,West End / Stanley Park - one very nice old tree on the SW corner of Pendrell at Thurlow,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=251420&postcount=163,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=79900&d=1271227411,0,04/13,04/26
1134,Kanzan,West Vancouver,Taylor Way,04/18-05/01,-123.135162,49.339146,1208,West Vancouver - 'Kanzan'  on Taylor Way ,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=139866&postcount=3;http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=337012&postcount=26,http://www.ubcbotanicalgarden.org/forums/attachment.php?attachmentid=39789&d=1209656365;http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=132015&d=1429071139,1,04/18,05/01
1135,Kanzan,UBC,Chancellor Blvd at Blanca,04/17-04/26,-123.21574,49.26569,1407,"Latest-blooming Kanzan trees in Vancouver, along the median of Chancellor Blvd",http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=197078&postcount=47,http://www.vcbf.ca/images/stories/20100423_chancellorblanca_kanzan_cutler_p1010301.jpg,0,04/17,04/26
1136,Kanzan,Downtown,Beatty Walk at Nelson,04/06-04/19,-123.11749,49.27527,1412,Allee with a canopy of Kanzan trees,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=274108&postcount=104,http://www.vcbf.ca/images/stories/20100415_nelsonbeattywalk_kanzan_cutler_p1000680.jpg,1,04/06,04/19
1137,Kanzan,Kensington-Cedar Cottage,"19th, Glen to Dumfries",04/13-04/26,-123.0796,49.25365,1413,"Kanzan line both sides of 19th, starting at Glen and going east several blocks to Dumfries",http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=251530&postcount=162,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=80002&d=1271353609,1,04/13,04/26
1138,Kanzan,Oakridge,49th at Langara,04/13-04/26,-123.10854,49.22567,1414,"Kanzan on 49th at Langara, near Manitoba",http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=251413&postcount=29,http://www.vcbf.ca/images/stories/20100412_49thlangara_kanzan_cutler_p1000452.jpg,0,04/13,04/26
1139,Kanzan,Kitsilano,Point Grey Road at Trutch,04/13-04/26,-123.17541,49.27118,1415,Two nice large 'Kanzan' in the triangle park area at Point Grey Road at Trutch,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=251414&postcount=77,http://www.vcbf.ca/images/stories/20100412_pointgreytrutch_kanzan_cutler_p1000513.jpg,0,04/13,04/26
1140,Kanzan,Kensington-Cedar Cottage,"Brewers Park, Beatrice & Kingsway",04/13-04/26,-123.06643,49.24777,1417,Kanzan in bloom with Ukon,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=251549&postcount=163,http://www.vcbf.ca/images/stories/20100415_brewerpk_kanzan_eng_4888.jpg,0,04/13,04/26
1141,Kanzan,Kensington-Cedar Cottage,"21st, both sides from Knight",04/13-04/26,-123.07581,49.2517,1498,Double row of 'Kanzan' cross Knight at 21st,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=251417&postcount=161,http://www.ubcbotanicalgarden.org/forums/attachment.php?attachmentid=79894&d=1271224735,1,04/13,04/26
1142,Kanzan,Kensington-Cedar Cottage,"26th, near Glen and Prince Albert",04/13-04/26,-123.08227,49.24775,1499,'Kanzan' on both sides of the street,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=251530&postcount=162,http://www.ubcbotanicalgarden.org/forums/attachment.php?attachmentid=80017&d=1271354133,0,04/13,04/26
1143,Kanzan,Kitsilano,"5th, west of Burrard",04/13-04/26,-123.14688,49.26706,1500,"Nice block of 'Kanzan' on 5th, though not a canape.",http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=251651&postcount=80,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=80143&d=1271476481,0,04/13,04/26
1144,Kanzan,Strathcona,"Cottrell, west of The Home Depot",04/13-04/26,-123.0841,49.26908,1501,Young trees on both sides of the street,,,0,04/13,04/26
1145,Kanzan,Kitsilano,McNicoll at Chestnut,04/13-04/26,-123.14643,49.27633,1502,Several young 'Kanzan' on both sides of McNicoll,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=251660&postcount=81,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=80159&d=1271489318,0,04/13,04/26
1146,Kanzan,Kitsilano,"Yew, 1st to Broadway",04/13-04/26,-123.15518,49.27021,1503,Nine blocks of 'Kanzan' on Yew,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=251651&postcount=80,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=80142&d=1271476481,0,04/13,04/26
1147,Kanzan,Kensington-Cedar Cottage,"Argyle, 32nd to 33rd",04/13-04/26,-123.07091,49.24065,1548,Many trees,,,1,04/13,04/26
1148,Kanzan,Kensington-Cedar Cottage,"Argyle, 37th to 47th",04/13-04/26,-123.07138,49.23675,1549,Many trees for many blocks,,,1,04/13,04/26
1149,Kanzan,Kensington-Cedar Cottage,Dumfries Street: East 15~18 Ave.,04/13-04/26,-123.0729,49.25633,1550,,,,1,04/13,04/26
1150,Kanzan,Kensington-Cedar Cottage,"Fleming, north from 41st",04/13-04/26,-123.07294,49.2339,1576,Four blocks of 'Kanzan',,,0,04/13,04/26
1151,Kanzan,Kensington-Cedar Cottage,"34th, west from Commercial",04/13-04/26,-123.06955,49.23935,1577,"Many trees on the block, probably 'Kanzan', seen in winter - cultivar needs to be confirmed",,,0,04/13,04/26
1152,Kanzan,Kensington-Cedar Cottage,"Commercial, north from 33rd",04/13-04/26,-123.06812,49.24045,1578,Many trees for two blocks,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=197916&postcount=143,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=59724&d=1241854332,0,04/13,04/26
1153,Kanzan,Kensington-Cedar Cottage,"Bruce, north from 32nd",04/13-04/26,-123.06952,49.24227,1579,Many trees,,,0,04/13,04/26
1154,Kanzan,Kensington-Cedar Cottage,"Beatrice, north from 33rd",04/13-04/26,-123.0665,49.24093,1580,"Several blocks, many trees",http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=197916&postcount=143,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=59727&d=1241854478,0,04/13,04/26
1155,Kanzan,Dunbar-Southlands,West 36~38 Ave. and Crown to Camosun St.,04/18-04/26,-123.1953,49.2386,1620,,,,1,04/18,04/26
1156,Kanzan,Tsawwassen,"Beach Grove Park, Tsawwassen",04/17-04/26,-123.05719,49.03482,1701,Single Tree,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=272913&postcount=11,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=89785,0,04/17,04/26
1157,Kanzan,Fairview,"8th, Oak to Cambie",04/13-04/26,-123.1184,49.26429,1806,"Kanzan for several blocks on 8th between Oak and Cambie. Not as long a stretch as on 7th, but also very nice",http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=195093&postcount=39,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=58244,0,04/13,04/26
1158,Kanzan,Fairview,"Willow, 13th to 14th",04/13-04/26,-123.12203,49.25938,1807,"Depending on where one stands, the 'Kanzan' trees between West 13th ",http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=274426&postcount=81,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=90930,0,04/13,04/26
1159,Kanzan,Fairview,Oak at 10th,04/13-04/26,-123.12636,49.26219,1808,A pretty double row of Kanzan along Oak Street just in front of Vancouver General Hospital ,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=273907&postcount=76,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=90626,0,04/13,04/26
1160,Kanzan,Fairview,"3rd, Burrard to Fir",04/13-04/26,-123.14168,49.26897,1809,"Two-block stretch of 'Kanzan' on 3rd, Burrard to Fir. On both sides, but not a covered archway.",http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=273772&postcount=75,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=90549,0,04/13,04/26
1161,Kanzan,Downtown,"National, east of Quebec",04/06-04/19,-123.10095,49.27511,1810,Groves in a park-like setting on both sides of National east of Quebec. Good photo-op,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=274591&postcount=107,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=91041,1,04/06,04/19
1162,Kanzan,Mount Pleasant,8th and Keith,04/13-04/26,-123.07926,49.26346,1811,'Kanzan' line one side of the block on 8th and on Keith,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=274280&postcount=41,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=90820,0,04/13,04/26
1163,Kanzan,Mount Pleasant,6th and Prince Albert,04/13-04/26,-123.08741,49.26514,1812,Lots of 'Kanzan' in this area. These are on 6th at Prince Albert,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=274595&postcount=43,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=91057,0,04/13,04/26
1164,Kanzan,Mount Pleasant,"Fraser, north of 6th",04/13-04/26,-123.08892,49.26553,1813,Lots of 'Kanzan' in this area,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=274595&postcount=43,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=91058,0,04/13,04/26
1165,Kanzan,Mount Pleasant,"6th, west of Carolina",04/13-04/26,-123.09123,49.26535,1814,"Canopy of 'Kanzan' on the block of 6th from Carolina to St. George, and one row on Carolina north of 6th",http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=274595&postcount=43,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=91060,1,04/13,04/26
1166,Kanzan,Dunbar-Southlands,"Olympic, 41st to SW Marine",04/18-04/26,-123.18966,49.2333,1896,'Kanzan' on both sides of Olympic between 41st and SW Marine Drive,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=139418&postcount=20,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=39755,0,04/18,04/26
1167,Kanzan,Dunbar-Southlands,"43rd, Collingwood to Blenheim",04/18-04/26,-123.18122,49.23282,1897,"'Kanzan' on one side of 43rd, between Collingwood and Blenheim. An interesting street, because there are 'Ichiyo' and 'Shirofugen' on the other side, all usually in bloom at the same time.",http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=195883&postcount=34,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=58670,0,04/18,04/26
1168,Kanzan,Sunset,"53rd, Fraser to Ross",04/17-04/26,-123.08657,49.22195,1898,'Kanzan' on both sides of 53rd for a long two-block stretch from Fraser to Ross,,,0,04/17,04/26
1169,Kanzan,Sunset,"Elgin, 47th to 49th",04/17-04/26,-123.08398,49.22632,1899,"'Kanzan' on one side of Elgin, 47th to 49th. Avium 'Plena' on the other side, usually in bloom at the same time.",http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=196746&postcount=42,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=59107,0,04/17,04/26
1170,Kanzan,UBC,University Blvd,04/17-04/26,-123.21619,49.26395,1900,A row of 'Kanzan' at the centre of University BLVD from Blanca St to Westbrook Mall.,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=142192&postcount=30,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=40864,0,04/17,04/26
1171,Kanzan,UBC,UBC Golf Course,04/17-04/26,-123.21923,49.26402,1901,Nice group of 'Kanzan' on the UBC Golf Course,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=142192&postcount=30,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=40865,0,04/17,04/26
1172,Kanzan,West End / Stanley Park,Jervis at Burnaby,04/13-04/26,-123.13613,49.28202,1902,Nice arch of 'Kanzan' in the mini-park on Jervis at Burnaby.,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=251567&postcount=164,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=80116,0,04/13,04/26
1173,Kanzan,Kitsilano,6th and Maple,04/13-04/26,-123.15164,49.26631,1903,Nice 'Kanzan' tree in the park at 6th and Maple,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=251651&postcount=80,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=80144,0,04/13,04/26
1174,Kanzan,Arbutus Ridge,"30th, east and west from MacKenzie",04/18-04/26,-123.16848,49.24239,1916,"30th is a bower of PINK looking E and W. East from MacKenzie, there is a double row from MacKenzie to Trafalgar with a few replacements. ",http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=196900,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=59187,0,04/18,04/26
1175,Kanzan,Arbutus Ridge,"33rd, east and west from MacKenzie",04/18-04/26,-123.16468,49.2424,1917,"A lot of 'Kanzan' on 33rd: MacDonald to Trafalgar they are on the N side only. From Trafalgar to Larch there is a double row with a few 'others' as replacements, and from Larch to Vine a double row with the some others on the N side.",http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=196900,,0,04/18,04/26
1176,Kanzan,North Vancouver,Lynn Valley Rd at Mollie Nye Way,04/18-05/01,-123.04663,49.33257,1948,Several groupings of Kanzan trees line the median along Lynn Valley Road.,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=275209&postcount=9,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=91559&d=1305521004,0,04/18,05/01
1177,Kanzan,Renfrew-Collingwood,Spencer at Clive,04/17-04/26,-123.03757,49.23959,1959,"Row of 'Kanzan' on Spencer from Euclid to Clive, not forming an arch but a beautiful street.",http://forums.botanicalgarden.ubc.ca/threads/renfrew-collingwood.37755/page-4#post-355474,http://forums.botanicalgarden.ubc.ca/attachments/20170428_kanzan_spencerauclid_nadia-jpg.149088/,1,04/17,04/26
1178,Kanzan,White Rock / South Surrey,Aroung corner Blackwood Str ,04/12-04/26,-122.80655,49.02775,2097,Around corner Blackwood St & Thrift Ave ,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=292382&postcount=133,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=100599&d=1334791196,0,04/12,04/26
1179,Kanzan,White Rock / South Surrey,CentennialParkWhiteRockCentre,04/12-04/26,-122.81442,49.02971,2098,Early blooming 'Kanzan' in Centennial Park White Rock Centre,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=292382&postcount=133,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=100601&d=1334791357,0,04/12,04/26
1180,Kanzan,White Rock / South Surrey,20 Ave from 151 to 150 St,04/12-04/26,-122.80531,49.0383,2109,'Kanzan' on south side of 20 Ave from 151 to 150 St,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=292790&postcount=157,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=101108&d=1335300172,0,04/12,04/26
1181,Kanzan,White Rock / South Surrey,Southmere Cr,04/12-04/26,-122.80696,49.0369,2110,"'Kanzan' along Southmere Cr, on both sides",http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=292791&postcount=158,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=101109&d=1335300780,0,04/12,04/26
1182,Kanzan,North Vancouver,175 E 2nd Street,04/18-05/01,-123.07504,49.31162,2121,6-8 pink blossom 'Kanzan' cherry trees in the front of 175 E 2nd Manyo Restaurant. See the white blossom branch (from the rootstock) growing out of this tree which is unusual.,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=292805&postcount=55,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=101144,0,04/18,05/01
1183,Kanzan,North Vancouver,168 Chadwick Court,04/18-05/01,-123.08312,49.31083,2124,6 'Kanzan' trees located on the SW corner of the ICBC buildling plaza.,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=292812&postcount=57,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=101152,0,04/18,05/01
1184,Kanzan,White Rock / South Surrey,East side of 152 St from Veterinary Hospital toward  26 Ave,04/12-04/26,-122.80093,49.04757,2131,Along East side of 152 St from Veterinary Hospital toward  26 Ave several 'Kanzan' trees,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=292875&postcount=164,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=101217&d=1335399300,0,04/12,04/26
1185,Kanzan,White Rock / South Surrey,ALDERWOOD Park and area around,04/12-04/26,-122.78395,49.0341,2135,ALDERWOOD Park and area around are full of 'Kanzan' cherries,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=292881&postcount=167,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=101242&d=1335404975,0,04/12,04/26
1186,Kanzan,North Vancouver,Mt Seymour Parkway,04/18-05/01,-123.00989,49.31065,2146,3 dozen or more 'Kanzan' pink cherry trees line the median between Riverside Drive and Browning Place on Mount Seymour Parkway.,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=292964&postcount=61,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=101344,1,04/18,05/01
1187,Kanzan,North Vancouver,Park and Tilford Shopping Centre,04/18-05/01,-123.04002,49.30745,2147,10 Kanzan pink cherry trees near the Save-On Foods store.,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=292965&postcount=62,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=101352,0,04/18,05/01
1188,Kanzan,North Vancouver,100 block W 8th,04/18-05/01,-123.07704,49.31991,2150,"40 or more 'Kanzan' trees, 100 block West 8th and around the corner onto 13th",http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=292968&postcount=64,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=101358,0,04/18,05/01
1189,Kanzan,Tsawwassen,near Ladner Exchange,04/17-04/26,-122.96542,49.09099,2155,"'Kanzan' trees(more than 30) around Delta View Habilitation Centre and Delta View Enrichment Centre, near Ladner Exchange",http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=293062&postcount=17,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=101394&d=1335592282,0,04/17,04/26
1190,Kanzan,White Rock / South Surrey,"26 Ave, Northcrest Dr, 28 Ave",04/12-04/26,-122.82723,49.05092,2156,"From 144 St along 26 Ave., Northcrest Dr.and 28 Ave. 'Kanzan' trees along this route",http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=293097&postcount=178,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=101420&d=1335654817,1,04/12,04/26
1191,Kanzan,White Rock / South Surrey,"18A Ave at 136 St, 134A, 19, 135A",04/12-04/26,-122.84867,49.03667,2161,"Short 'Kanzan' trees walk. From 136 St along 18 Ave west, north to 134A, east 19, north 135a. 'Kanzan' trees on both sides",http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=293104&postcount=181,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=101435&d=1335659621,1,04/12,04/26
1192,Kanzan,White Rock / South Surrey,Martin Str south from 16 Ave ,04/12-04/26,-122.80539,49.02996,2164,Martin Str south from 16 Ave are 2 very nice 'Kanzan' trees.,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=293185&postcount=189,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=101595&d=1335753763,0,04/12,04/26
1193,Kanzan,White Rock / South Surrey,"Oxford St, Evergreen Baptist Home ",04/12-04/26,-122.81178,49.03007,2167,"Oxford St, Evergreen Baptist Home  parking and around, 'Kanzan'(at least 5) and 'Amanogawa'(at least 3) trees",http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=293171&postcount=186,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=101576&d=1335750217,0,04/12,04/26
1194,Kanzan,White Rock / South Surrey,163A from 13 Ave south to 12 Ave,04/12-04/26,-122.77088,49.02626,2173,163A from 13 Ave around the school and south to 12 Ave,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=292470&postcount=141,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=100769&d=1334883132,0,04/12,04/26
1195,Kanzan,White Rock / South Surrey,163 between 12 Ave and 10Ave,04/12-04/26,-122.7708,49.02237,2174,163 St between 12 Ave and 10 Ave,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=293310&postcount=195,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=101708&d=1335840556,0,04/12,04/26
1196,Kanzan,White Rock / South Surrey,162 St from 10 Ave turning to 161A,04/12-04/26,-122.77367,49.02187,2175,162 St from 10 Ave turning to 161A and cul de sacs on it,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=293310&postcount=195,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=101712&d=1335841183,0,04/12,04/26
1197,Kanzan,White Rock / South Surrey,140A St and 16A Ave,04/12-04/26,-122.83262,49.03224,2176,"Attractive corner at 140A St and 16A Ave, many 'Kanzan' trees",http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=293406&postcount=200,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=101772&d=1335926823,1,04/12,04/26
1198,Kanzan,White Rock / South Surrey,24A Ave from 144 St,04/12-04/26,-122.82416,49.04644,2177,"On short cul-de-sac 24A Ave from 144 St, more than 10 'Kanzan' cherries ",http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=293399&postcount=199,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=101771&d=1335912586,0,04/12,04/26
1199,Kanzan,White Rock / South Surrey,17A Ave from 146 St,04/12-04/26,-122.8173,49.03389,2186,17A Ave from 146 St planted with 'Kanzan' cherries,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=293489&postcount=208,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=101856&d=1336006833,0,04/12,04/26
1200,Kanzan,White Rock / South Surrey,15A Ave from 134A St,04/12-04/26,-122.84842,49.03037,2187,"15A Ave from 134A St, planted with 'Kanzan' cherries",http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=293490&postcount=209,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=101858&d=1336007078,0,04/12,04/26
1201,Kanzan,White Rock / South Surrey,14A Ave east from 133B St,04/12-04/26,-122.8509,49.02888,2188,14A Ave east from 133B St planted with 'Kanzan',http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=293491&postcount=210,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=101860&d=1336007315,0,04/12,04/26
1202,Kanzan,White Rock / South Surrey,26 Ave east from 134 and 26 Ave west from 136,04/12-04/26,-122.84957,49.04945,2193,"26 Ave east from 134 and 26 Ave west from 136, planted with 'Kanzan'",http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=293508&postcount=216,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=101909&d=1336012343_Kanzan_NadiaWhiteRock.jpg ,0,04/12,04/26
1203,Kanzan,White Rock / South Surrey,16A Ave from 146 St,04/12-04/26,-122.817,49.03204,2194,8 'Kanzan' cherries along parking lot at 16A Ave from 146 St,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=293510&postcount=218,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=101917&d=1336012969,0,04/12,04/26
1204,Kanzan,White Rock / South Surrey,17A Ave between 126 and 127A Streets ,04/12-04/26,-122.87107,49.0339,2197,17A Ave between 126 and 127A Streets are planted with 'Kanzan' cherries,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=293833&postcount=222,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=102135&d=1336491640,0,04/12,04/26
1205,Kanzan,South Cambie,Tupper and Cambie,04/13-04/26,-123.11567,49.25416,2294,"Short block of 'Kanzan' on both sides of Tupper west of Cambie. If you post a photo, mention that it's needed on the map",http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=309535&postcount=41,,0,04/13,04/26
1206,Kanzan,South Cambie,22nd and Tupper,04/13-04/26,-123.11677,49.25159,2297,Double row of 'Kanzan' (and two earlier blooming 'Akebono') on 22nd west of Tupper.,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=336719&postcount=72,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=131362&d=1428470044,0,04/13,04/26
1207,Kanzan,North Vancouver,Munday Pl,04/18-05/01,-123.05487,49.33398,2333,"Many 'Kanzan' on both sides of the end of Tempe Knoll, Munday Pl. and East 26th Street. ",http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=293623,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=102001,1,04/18,05/01
1208,Kanzan,Surrey,156 St at 80 Ave,04/17-04/26,-122.79022,49.14863,2342,One 'Kanzan' on 156 St just north of Fleetwood Park Secondary,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=310100&postcount=20,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=111681,0,04/17,04/26
