,Cultivar,Neighborhood,Location,Blooming,Longitude,Latitude,id,Description,ForumLink,PicLink,Favorate,Start,End
1209,Kanzan,Kitsilano,Creekside and 1st,04/13-04/26,-123.14044,49.27193,2358,A dozen or so 'Kanzan' on Creekside next to the park,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=310092,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=111667,0,04/13,04/26
1210,Kanzan,Surrey,104 Ave at 156 St,04/17-04/26,-122.79012,49.19173,2360,One 'Kanzan' at Fraser Heights animal hospital (104 Ave @ 156 St) in front of bus stop,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=310228&postcount=23,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=111806,0,04/17,04/26
1211,Kanzan,Killarney,Killarney E 52,04/17-04/26,-123.04608,49.22145,2363,"'Kanzan' west side of Killarney Street, south of E. 52nd",http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=310239,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=111829,0,04/17,04/26
1212,Kanzan,New Westminster,8th and Agnes,04/17-04/26,-122.91358,49.20312,2371,"Two 'Kanzan' in front of Douglas College across from Agnes St. May bloom earlier than most Kanzan. Very visible, even from SkyTrain.",http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=310290,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=111959,0,04/17,04/26
1213,Kanzan,Renfrew-Collingwood,Windemere E 18,04/17-04/26,-123.03652,49.25423,2375,'Kanzan' blooming on both sides of Windemere between E. 17 and E. 18 ,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=310336,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=111994,0,04/17,04/26
1214,Kanzan,Tsawwassen,56 St. 14 Ave.,04/17-04/26,-123.0691,49.02867,2384,Two 'Kanzan' trees at NW corner 56th Street and 14th Avenue,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=310576,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=112242,0,04/17,04/26
1215,Kanzan,Kitsilano,3170 west 15th avenue,04/13-04/26,-123.17583,49.25889,2387,This is our 3-year old pink Kanzan floweing Cherry. Very beautiful.,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=310698&postcount=147,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=112430&d=1366392405,0,04/13,04/26
1216,Kanzan,Burnaby,Lawrence and Camrose,04/17-04/26,-122.94404,49.257,2389,"A couple of mature 'Kanzan' at Lawrence and Camrose, and one where the graft has failed, resulting in part of the tree having white Prunus avium blossoms from the rootstock. ",http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=310608,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=112294,0,04/17,04/26
1217,Kanzan,Mount Pleasant,7th and Main,04/13-04/26,-123.10042,49.26453,2390,"Mount Pleasant Community Centre and Public Library at 7th and Main St. is sort of a 'Kanzan' corner with blossoms on display looking south down Main St., west on W7th and east 3 blocks to Prince Edward St",http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=310614&postcount=62,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=112311,0,04/13,04/26
1218,Kanzan,North Vancouver,William Griffin Park,04/18-05/01,-123.09116,49.33644,2392,6 well grown 'Kanzan' in 30% bloom in West Queens Road at Willian Griffin Park,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=310660,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=112396,0,04/18,05/01
1219,Kanzan,Kerrisdale,"Beechwood, W 57",04/13-04/26,-123.15644,49.21994,2397,"'Kanzan' trees in bloom for several blocks along Beechwood, north of W. 57. This was reported to the festival by one of our fans.",http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=310731,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=112448,0,04/13,04/26
1220,Kanzan,Riley Park,"E 24, Prince Edward",04/17-04/26,-123.09644,49.24948,2401,"In the front entrance and yard of Tupper Secondary, north side E. 24th, east side of Prince Edward are: 'Shirotae', 'Kanzan' and Birch bark Cherry (Prunus serrula)",http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=310737,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=112463,0,04/17,04/26
1221,Kanzan,Burnaby,Neville Street,04/17-04/26,-122.98177,49.21408,2404,"Neville Street is lined with 'Kanzan' between Royal Oak and Gilley; around Plum, there are also three 'Shiro-fugen'.",http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=310828,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=112676&d=1366587295,1,04/17,04/26
1222,Kanzan,North Vancouver,W.Queens Road near Delbrook,04/18-05/01,-123.08924,49.33665,2408,11 'Kanzan' trees located in north side of West Queens Road - in front of a tennis court and about 1 block from 3180 Delbrook Ave,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=310825,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=112664,0,04/18,05/01
1223,Kanzan,North Vancouver,23rd St. at St Georges Ave,04/18-05/01,-123.0694,49.33031,2409,"Several beautiful ""Kanzan"" trees are located in East 23th Street at St. Georges Ave.( south side of Norseman Park)",http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=310826,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=112670,0,04/18,05/01
1224,Kanzan,Surrey,101 Ave and 157 St,04/17-04/26,-122.78666,49.18576,2417,'Kanzan' lining 101 Ave and also 157 St on both sides. Photo: Looking down 157 St,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=310900,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=112766,1,04/17,04/26
1225,Kanzan,Surrey,101 Ave,04/17-04/26,-122.78418,49.18574,2418,'Kanzan' on both sides of street all the way down 101 Ave from 100 Ave/156a St to 101 Ave/159a St,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=310900&postcount=25,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=112762,1,04/17,04/26
1226,Kanzan,Surrey,100 Ave and 155 St,04/17-04/26,-122.79315,49.18442,2419,'Kanzan' row lining north side of 100 Ave between 154 and 155 St,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=310900,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=112758,0,04/17,04/26
1227,Kanzan,Surrey,156 St and 101A Ave,04/17-04/26,-122.78966,49.187,2420,Three 'kanzan' right at intersection of 156 St and 101a Ave,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=310900,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=112765,0,04/17,04/26
1228,Kanzan,Surrey,101A Ave and 156A St,04/17-04/26,-122.78796,49.18703,2421,Three 'kanzan' on 101A Ave near 156A St,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=310900,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=112764,0,04/17,04/26
1229,Kanzan,Surrey,101A Ave and 158 St,04/17-04/26,-122.7847,49.18699,2422,Two 'kanzan' just west of 158 St intersection,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=310900,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=112768,0,04/17,04/26
1230,Kanzan,Surrey,102b Ave,04/17-04/26,-122.78718,49.18927,2423,'Kanzan' on both sides of street all the way down 102b Ave ,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=310900,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=112769,0,04/17,04/26
1231,Kanzan,Arbutus Ridge,20th and Arbutus,04/18-04/26,-123.15417,49.25443,2424,Whole blocks of 'Kanzan' off and on along 20th west from Arbutus,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=310974,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=112829,1,04/18,04/26
1232,Kanzan,West Point Grey,15th and Blanca,04/17-04/26,-123.21499,49.25932,2428,"Several 'Kanzan' on 15th east from Blanca, mostly on the south side of the street",http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=310984,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=112860,0,04/17,04/26
1233,Kanzan,West Point Grey,12th and Discovery,04/17-04/26,-123.20173,49.26198,2429,Beautiful arch of 'Kanzan' on 12th from Discovery to Courtenay,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=310984,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=112857,1,04/17,04/26
1234,Kanzan,West Point Grey,12th and Wallace,04/17-04/26,-123.19119,49.26186,2430,"Only two 'Kanzan' on 12th at Wallace, but visible from several blocks west",http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=310984,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=112864,0,04/17,04/26
1235,Kanzan,North Vancouver,Tempe Knoll Dr and 26th Cr,04/18-05/01,-123.05497,49.33164,2443,Many 'Kanzan' trees on Tempe Knoll Dr near 26th Crescent,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=311130,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=113053,0,04/18,05/01
1236,Kanzan,North Vancouver,26th Crescent,04/18-05/01,-123.05553,49.33301,2444,'Kanzan' trees at East 26th near Wilding Way,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=311130,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=113054&d=1366950716,0,04/18,05/01
1237,Kanzan,North Vancouver,Tempe Knoll Dr.,04/18-05/01,-123.05817,49.33274,2445,Many 'Kanzan' located along Tempe Knoll Dr near Royal,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=311130,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=113054,0,04/18,05/01
1238,Kanzan,Fairview,"Heather Street, between Broadway and 7th",04/13-04/26,-123.11972,49.26425,2446,Several trees lining Heather St,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=311380&postcount=107,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=113276&d=1367209041,0,04/13,04/26
1239,Kanzan,Riley Park,17th and Sophia,04/17-04/26,-123.09846,49.25567,2450,'Kanzan' going every direction from the corner of 17th and Sophia,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=310751,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=112498,1,04/17,04/26
1240,Kanzan,Riley Park,Carolina and 18th,04/17-04/26,-123.0919,49.25468,2451,"'Kanzan' run on Carolina from 17th to 24th. From the corner of Carolina and 18th, they're in every direction. Photo here is from 20th",http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=311213,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=113154,1,04/17,04/26
1241,Kanzan,Riley Park,St George and King Edward,04/17-04/26,-123.09405,49.24851,2452,'Kanzan' on St George south of King Edward to 30th,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=311213,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=113158,1,04/17,04/26
1242,Kanzan,Riley Park,St. George and 21st,04/17-04/26,-123.09659,49.25173,2453,'Kanzan' almost form an arch over St George between 21st and 22nd,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=311213,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=113156,0,04/17,04/26
1243,Kanzan,Riley Park,21st and Sophia,04/17-04/26,-123.09967,49.25202,2454,'Kanzan' on the block of 21st from Sophia to Main. They are also on the same block on 20th.,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=310751,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=112518,0,04/17,04/26
1244,Kanzan,Shaughnessy,VanDusen GrtL,04/22-05/01,-123.13269,49.23914,2457,One young 'Kanzan' on the Great Lawn of VanDusen,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=311286,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=113215,0,04/22,05/01
1245,Kanzan,White Rock / South Surrey,along the river,04/12-04/26,-122.82687,49.06928,2458,About 15 'Kanzan' cherries along the river bank ,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=311287&postcount=247,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=113221,0,04/12,04/26
1246,Kanzan,Shaughnessy,VanDusen Aut Stroll,04/22-05/01,-123.12975,49.24061,2465,Two trees of 'Kanzan' by the 'Ukon' in VanDusen's Autumn Stroll,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=311291,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=113235,0,04/22,05/01
1247,Kanzan,North Vancouver,Walpole Crescent,04/18-05/01,-123.00079,49.32182,2470,Two big 'Kanzan' are blooming with an 'Amanogawa' near the end of Walpole Crescent. ,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=311386,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=113289,0,04/18,05/01
1248,Kanzan,South Cambie,20th and Oak,04/13-04/26,-123.12655,49.25361,2471,"Whole block canopy of 'Kanzan' on 20th, Oak to Laurel.",http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=311389&postcount=52,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=113291&d=1367215755,1,04/13,04/26
1249,Kanzan,Grandview-Woodland,,04/13-04/26,-123.06185,49.27691,2472,'Kanzan' both sides of Lakewood between Adanac and Venables,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=311428&postcount=65,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=113346&d=1367262653,0,04/13,04/26
1250,Kanzan,Grandview-Woodland,Parker and Salsbury,04/13-04/26,-123.06734,49.27588,2473,"'Kanzan' both sides of Parker from Commercial to Victoria
",http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=311428&postcount=65,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=113347&d=1367262653,1,04/13,04/26
1251,Kanzan,Richmond,Bayview 3rd Ave.,04/11-04/26,-123.18603,49.1249,2474,"In Steveston Village, five trees of 'Kanzan' on the park grounds of Gulf of Georgia Cannery, Bayview Street and 3rd Avenue",http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=311454,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=113367,0,04/11,04/26
1252,Kanzan,Riley Park,26th and Quebec,04/17-04/26,-123.10387,49.24814,2482,'Kanzan' on both sides of 26th west for a block from Quebec. ,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=311588,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=113566,1,04/17,04/26
1253,Kanzan,Riley Park,Quebec and 28th,04/17-04/26,-123.10239,49.24576,2483,'Kanzan' on both sides of Quebec south from 28th,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=311588,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=113567,0,04/17,04/26
1254,Kanzan,Riley Park,28th and Peveril,04/17-04/26,-123.10676,49.24607,2484,'Kanzan' on both sides of 28th from Peveril to Ontario.,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=311588,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=113568,1,04/17,04/26
1255,Kanzan,Riley Park,Yukon and 28th,04/17-04/26,-123.11247,49.24594,2485,Two 'Kanzan' on the west side of Yukon at 28th and one across Yukon.,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=311588,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=113569,0,04/17,04/26
1256,Kanzan,Burnaby,Kingsway Waltham,04/17-04/26,-122.97557,49.221,2490,'Kanzan' tree at Project Sequoia at 6077 Kingsway/Waltham,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=311720,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=113686,0,04/17,04/26
1257,Kanzan,South Cambie,737 W.26th near Heather,04/13-04/26,-123.12099,49.24811,2527,"One 'Kanzan' in front yard of 737 W.26th Avenue, north side of the block, near Heather Street.",http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=324927&postcount=54,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=121465&d=1396499912,0,04/13,04/26
1258,Kanzan,White Rock / South Surrey,152Str and 34ave ,04/12-04/26,-122.80146,49.06388,2599,North west corner 152Str and 34ave 7 'Kanzan' trees,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=325629&postcount=266,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=122405,0,04/12,04/26
1259,Kanzan,Downtown,Davie St. between Homer and Richards,04/06-04/19,-123.12352,49.27544,2611,Beautiful canopy of pink blossoms in mid to late April; follows the bloom of the young 'Rancho',http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=325764&postcount=185,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=122605,0,04/06,04/19
1260,Kanzan,Downtown,Victory Square,04/06-04/19,-123.10976,49.28251,2612,Two old'Kanzan' trees that blossom well.,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=325784&postcount=186,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=122640,0,04/06,04/19
1261,Kanzan,Downtown,Vancouver Playhouse,04/06-04/19,-123.11233,49.28086,2613,Younger 'Kanzan' trees right by the Playhouse across from VCC Downtown and bike route.,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=325784&postcount=186,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=122639,0,04/06,04/19
1262,Kanzan,North Vancouver,West 16 St Between Pemberton Ave. and Fell Ave. ,04/18-05/01,-123.09704,49.32338,2621,Dozens of mature 'Kanzan' trees on both sides of West 16 St. (Between Pemberton Ave and Fell Ave.),http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=325824,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=122714,0,04/18,05/01
1263,Kanzan,Riley Park,22nd and St George,04/17-04/26,-123.09374,49.25106,2623,'Kanzan' on 22nd from Carolina to Prince Edward.,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=310751,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=112519,1,04/17,04/26
1264,Kanzan,Riley Park,"18th, Main to Fraser",04/17-04/26,-123.0955,49.25462,2624,"'Kanzan' on 18th, Main to Sophia and Prince Edward to Fraser.",http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=310751,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=112511,1,04/17,04/26
1265,Kanzan,Langley ,Willowbrook shopping center,04/17-04/26,-122.67108,49.11562,2629,"Willowbrook shopping center,more than 50 'Kanzan'",http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=325959&postcount=7,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=122851,0,04/17,04/26
1266,Kanzan,Riley Park,20th and Sophia,04/17-04/26,-123.09956,49.25303,2631,'Kanzan' on both sides of 20th from Main to Sophia,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=325962,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=122859,0,04/17,04/26
